Brand,Model and Variant,Year,City,KMS,Fuel,Transmission,Price,Emi
Hyundai,Creta1.6 SX AT VTVT,2019,Bangalore,60500.0,petrol,automatic,1068000.0,18365
Volkswagen,PoloComfortline 1.5 (D),2015,Bangalore,101500.0,diesel,manual,503000.0,8583
Nissan,MagniteXV Premium Turbo CVT,2021,Bangalore,28500.0,petrol,automatic,814000.0,13861
Maruti,BalenoAlpha AT Petrol,2018,Bangalore,77500.0,petrol,automatic,659000.0,11222
Maruti,Vitara BrezzaZDI PLUS Dual Tone,2018,Bangalore,50000.0,diesel,manual,836999.9999999999,14253
Maruti,Swift DzireVXI 1.2,2012,Bangalore,119500.0,petrol,manual,341000.0,12969
Tata,NexonXZA Plus Dualtone Roof AMT S,2023,Bangalore,14500.0,petrol,automatic,1140000.0,19600
Hyundai,i10Era Petrol,2013,Bangalore,80000.0,petrol,manual,274000.0,7385
Tata,TiagoRevotron XZA AMT,2017,Bangalore,126500.0,petrol,automatic,437000.0,7441
Hyundai,Elite i20Sportz Plus 1.4 CRDI,2019,Bangalore,118000.0,diesel,manual,624000.0,10626
Maruti,ErtigaVXI AT,2018,Bangalore,44000.0,petrol,automatic,805000.0000000001,13708
Hyundai,Elite i20Asta 1.2,2017,Bangalore,56000.0,petrol,manual,605000.0,10302
Honda,CityVX CVT,2017,Bangalore,78500.0,petrol,automatic,760000.0,12942
Skoda,SlaviaAmbition 1.0L TSI MT,2023,Bangalore,25500.0,petrol,manual,1180000.0,20299
Maruti,Alto K10VXi AMT,2015,Bangalore,6500.0,petrol,automatic,343000.0,6243
Ford,FreestyleTitanium 1.2,2019,Bangalore,35000.0,petrol,manual,555000.0,9451
Tata,AltrozXZA Plus (S) Lux Petrol,2024,Bangalore,7500.0,petrol,automatic,972000.0000000001,16552
Maruti,New ErtigaZXi AT,2020,Bangalore,42500.0,petrol,automatic,958000.0,16314
Volkswagen,PoloTrendline 1.2L (P),2018,Bangalore,50000.0,petrol,manual,509999.99999999994,8142
Toyota,Urban CruiserPremium Grade AT,2022,Bangalore,21000.0,petrol,automatic,936000.0,15939
Renault,KwidRXT,2016,Bangalore,55000.0,petrol,manual,310000.0,5279
Volkswagen,PoloGT TSI,2017,Bangalore,40000.0,petrol,automatic,678000.0,10824
Skoda,SuperbL&K TSI AT,2021,Bangalore,48000.0,petrol,automatic,2078000.0,37508
Honda,BrioV MT,2012,Bangalore,73000.0,petrol,manual,256000.0,9128
Honda,Amaze1.2 S i-VTEC,2014,Bangalore,37000.0,petrol,manual,338000.0,7254
Honda,JazzV AT Petrol,2017,Bangalore,44000.0,petrol,automatic,592000.0,9451
Jeep,CompassModel S (O) Diesel 4x4 AT,2021,Bangalore,30000.0,diesel,automatic,2190000.0,37664
Kia,SeltosHTX 1.5 Diesel iMT,2024,Bangalore,9000.0,diesel,manual,1623000.0,27913
Honda,BrioVX AT,2014,Bangalore,24500.0,petrol,automatic,361000.0,7263
Mercedes,C-ClassC 300d AMG Line,2020,Bangalore,50500.0,diesel,automatic,3500000.0,60196
Mahindra,Thar RoxxMX1 Petrol MT 2WD,2025,Bangalore,5500.0,petrol,manual,1364000.0,23458
Maruti,BalenoAlpha MT,2024,Bangalore,12000.0,petrol,manual,876000.0,14917
Maruti,ErtigaZXI+,2017,Bangalore,44000.0,petrol,manual,729000.0,12414
Maruti,Wagon RZXI 1.2 AGS,2023,Bangalore,11000.0,petrol,automatic,642000.0,11474
Maruti,BrezzaZXi S-CNG,2025,Bangalore,5000.0,cng,manual,1178000.0,20259
Ford,EcoSportTrend 1.5L Ti-VCT,2017,Bangalore,124500.0,petrol,manual,496000.0,8446
Maruti,Wagon R 1.0VXi,2011,Bangalore,86000.0,petrol,manual,237000.0,17112
Renault,DusterRXZ 1.5 Petrol MT,2021,Bangalore,14000.0,petrol,manual,882000.0,15019
Hyundai,AlcazarSignature (O) 7 Seater 2.0 Petrol AT,2022,Bangalore,30000.0,petrol,automatic,1682000.0,30358
Hyundai,i20Asta 1.0 Turbo DCT,2021,Bangalore,79000.0,petrol,automatic,800000.0,13623
Skoda,Octavia1.8 TSI AT L K,2019,Bangalore,47500.0,petrol,automatic,1603000.0,27569
Mahindra,XUV 300W8 (O) Diesel,2021,Bangalore,45000.0,diesel,manual,1081000.0,18591
Ford,EcoSportTitanium 1.5 Ti-VCT AT,2014,Bangalore,70500.0,petrol,automatic,503000.0,10795
Hyundai,New i20Magna 1.2 MT,2025,Bangalore,6500.0,petrol,manual,753000.0,12823
Hyundai,CretaSX (O) 1.5 Diesel AT Knight Edition,2023,Bangalore,29000.0,diesel,automatic,1973999.9999999998,33950
Mahindra,Scorpio NZ6 Diesel MT 2WD 7 STR,2023,Bangalore,47500.0,diesel,manual,1478000.0,25417
Hyundai,VernaFluidic 1.6 VTVT SX,2014,Bangalore,60000.0,petrol,manual,529000.0,11353
Maruti,DzireZXi Plus AMT,2017,Bangalore,52500.0,petrol,automatic,560000.0,9536
Mahindra,TharLX Hard Top Petrol AT RWD,2023,Bangalore,20000.0,petrol,automatic,1349000.0,23200
Kia,SeltosGTX Plus AT 1.5 Diesel,2019,Bangalore,64500.0,diesel,automatic,1286000.0,22116
Maruti,BalenoZeta,2019,Bangalore,31500.0,petrol,manual,586000.0,9979
Honda,Amaze1.2 V CVT Petrol,2019,Bangalore,17500.0,petrol,automatic,571000.0,9723
Ford,FigoTrend 1.5L TDCi,2016,Bangalore,100500.0,diesel,manual,383000.0,14566
Tata,AltrozXZ Plus 1.5 Dark Edition,2023,Bangalore,50500.0,diesel,manual,818000.0,13930
Maruti,Swift DzireVXI (O),2016,Bangalore,73000.0,petrol,manual,426999.99999999994,7271
Hyundai,Grand i10 NiosSportz AMT 1.2 Kappa VTVT,2020,Bangalore,46500.0,petrol,automatic,532000.0,9059
Ford,EcoSportTitanium 1.5 TDCi,2015,Bangalore,117000.0,diesel,manual,530000.0,9647
Hyundai,Creta1.6 SX AT VTVT,2019,Bangalore,32000.0,petrol,automatic,1180000.0,20294
Hyundai,XcentSX,2017,Bangalore,36000.0,petrol,manual,515000.00000000006,8222
Maruti,Alto K10VXi AMT,2016,Bangalore,42500.0,petrol,automatic,302000.0,5497
Toyota,Etios LivaG,2013,Bangalore,82500.0,petrol,manual,304000.0,7682
Maruti,BalenoZeta 1.2 AT,2018,Bangalore,68000.0,petrol,automatic,642000.0,10932
Hyundai,Grand i10Asta 1.2 Kappa VTVT (O),2015,Bangalore,44000.0,petrol,manual,422000.0,7681
Hyundai,VernaSX (O)1.6 VTVT,2017,Bangalore,85500.0,petrol,manual,775000.0,13197
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2016,Bangalore,37500.0,petrol,manual,408000.0,7426
Hyundai,XcentS ABS 1.2,2016,Bangalore,47000.0,petrol,manual,434999.99999999994,6944
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2018,Bangalore,39500.0,petrol,automatic,843000.0,14355
Tata,NexonXMA AMT Petrol,2020,Bangalore,76000.0,petrol,automatic,659000.0,11222
Hyundai,ExterEX 1.2 MT,2024,Bangalore,8500.0,petrol,manual,612000.0,10422
Renault,KwidRXL,2016,Bangalore,35000.0,petrol,manual,275000.0,4683
Renault,KwidRXT 1.0 (O),2022,Bangalore,36500.0,petrol,manual,467000.0,7952
Maruti,CiazZXi,2016,Bangalore,74000.0,petrol,manual,553000.0,10065
Kia,SeltosGTX Plus 1.5 Diesel AT,2022,Bangalore,35500.0,diesel,automatic,1682999.9999999998,28950
Mahindra,TUV300T8 mHAWK100,2016,Bangalore,98500.0,diesel,manual,586000.0,9979
Maruti,CelerioZXi,2014,Bangalore,71000.0,petrol,manual,319000.0,6846
Maruti,Celerio XZXI (O) AMT,2018,Bangalore,59000.0,petrol,automatic,461000.00000000006,7724
Hyundai,i20Magna 1.2,2013,Bangalore,64000.0,petrol,manual,351000.0,9461
Ford,EcoSportTitanium 1.5L TDCi,2021,Bangalore,69500.0,diesel,manual,881000.0,15002
Tata,ZestXM Petrol,2015,Bangalore,51000.0,petrol,manual,373000.0,6789
Maruti,Alto K10VXi AMT,2015,Bangalore,24000.0,petrol,automatic,343000.0,6243
Honda,WR-VVX MT Petrol,2017,Bangalore,50000.0,petrol,manual,554000.0,9434
Tata,PunchAdventure MT,2022,Bangalore,14500.0,petrol,manual,663000.0,11290
Kia,SonetHTX 1.5 Diesel MT,2025,Bangalore,8000.0,diesel,manual,1243000.0,21377
Maruti,SwiftZXi AMT,2021,Bangalore,35000.0,petrol,automatic,699000.0,11903
MG,HectorSharp 1.5 Petrol Turbo DCT,2021,Bangalore,34000.0,petrol,automatic,1558000.0,26787
Hyundai,Grand i10Asta 1.2 Kappa VTVT,2018,Bangalore,14000.0,petrol,manual,563000.0,9587
Toyota,GlanzaV AMT,2025,Bangalore,1000.0,petrol,automatic,999000.0,17012
Hyundai,CretaSX (O) AT Diesel,2022,Bangalore,41000.0,diesel,automatic,1570000.0,27008
Honda,WR-VVX MT Petrol,2017,Bangalore,39000.0,petrol,manual,621000.0,10575
Honda,Amaze1.5 S i-DTEC,2014,Bangalore,55000.0,diesel,manual,387000.0,8305
MG,HectorSharp 1.5 Petrol CVT,2021,Bangalore,54000.0,petrol,automatic,1331000.0,22890
Mahindra,Scorpio NZ8 Diesel AT 4WD 7 STR,2023,Bangalore,31000.0,diesel,automatic,2182000.0,37528
Maruti,SwiftVXi AMT,2018,Bangalore,66000.0,petrol,automatic,544000.0,9264
Hyundai,Elite i20Asta 1.2,2016,Bangalore,35500.0,petrol,manual,615000.0,10473
Maruti,Alto K10VXi,2012,Bangalore,19500.0,petrol,manual,263000.0,10002
Mahindra,TUV300T8 AMT,2015,Bangalore,66500.0,diesel,automatic,561000.0,10211
Hyundai,Creta1.6 SX Plus Petrol,2017,Bangalore,75500.0,petrol,manual,844999.9999999999,14389
Ford,EcoSportTitanium 1.5L TDCi,2018,Bangalore,57500.0,diesel,manual,712000.0,12124
Mahindra,XUV700AX7 Petrol MT 7 STR,2025,Bangalore,5500.0,petrol,manual,2144000.0,36874
Hyundai,AuraSX 1.2 Petrol,2021,Bangalore,56000.0,petrol,manual,617000.0,10507
Tata,NexonXZ Plus S,2021,Bangalore,48500.0,petrol,manual,855000.0000000001,14560
Hyundai,CretaSX (O) 1.5 Diesel AT,2024,Bangalore,11000.0,diesel,automatic,2082999.9999999998,35824
Honda,WR-VVX MT Petrol,2017,Bangalore,54000.0,petrol,manual,594000.0,10115
Renault,KigerRXT MT,2021,Bangalore,70000.0,petrol,manual,523000.00000000006,8906
Maruti,SwiftVXi,2014,Bangalore,25000.0,petrol,manual,423000.00000000006,9078
Kia,SonetGTX Plus 1.0 DCT,2020,Bangalore,34500.0,petrol,automatic,1083000.0,18625
Hyundai,ExterSX 1.2 AMT,2023,Bangalore,24500.0,petrol,automatic,802999.9999999999,13674
Honda,BrioS MT,2014,Bangalore,50000.0,petrol,manual,262000.0,6620
Maruti,SwiftVXi AMT,2022,Bangalore,21500.0,petrol,automatic,689000.0,11733
Hyundai,VernaSX (O) 1.6 VTVT AT,2017,Bangalore,33000.0,petrol,automatic,796000.0,13555
Honda,BrioVX AT,2017,Bangalore,57500.0,petrol,automatic,523000.00000000006,8349
Hyundai,VernaSX (O) 1.6 VTVT AT,2018,Bangalore,50500.0,petrol,automatic,877999.9999999999,14951
Maruti,XL6Alpha MT Petrol,2022,Bangalore,34000.0,petrol,manual,1119000.0,19244
Maruti,CelerioZXi Opt,2016,Bangalore,92500.0,petrol,manual,324000.0,5897
Maruti,BalenoZeta,2020,Bangalore,32500.0,petrol,manual,686000.0,11682
Maruti,Alto 800VXi,2017,Bangalore,27500.0,petrol,manual,331000.0,5915
Hyundai,VernaSX 1.5 MPi,2022,Bangalore,26500.0,petrol,manual,1130000.0,19433
Ford,EcoSportTitanium 1.5L TDCi,2018,Bangalore,51000.0,diesel,manual,774000.0,13180
Renault,KwidRXT,2016,Bangalore,85000.0,petrol,manual,250000.0,4550
Maruti,DzireVXi AMT,2017,Bangalore,58500.0,petrol,automatic,453000.0,7714
Ford,EcoSportTitanium 1.5L Ti-VCT,2018,Bangalore,66500.0,petrol,manual,732000.0,12465
Kia,SonetHTK Plus 1.0 iMT,2023,Bangalore,14500.0,petrol,manual,996000.0000000001,16961
Hyundai,Elite i20Sportz 1.2,2016,Bangalore,37000.0,petrol,manual,575000.0,9791
Mahindra,TharLX Hard Top Petrol MT 4WD,2021,Bangalore,44500.0,petrol,manual,1182000.0,20328
Maruti,XL6Zeta MT Petrol,2020,Bangalore,23000.0,petrol,manual,927999.9999999999,15803
Hyundai,Elite i20Magna Plus 1.2,2019,Bangalore,16500.0,petrol,manual,602000.0,10251
Kia,SonetGTX Plus 1.0 DCT,2020,Bangalore,10500.0,petrol,automatic,1121000.0,19278
Tata,PunchCreative AMT,2023,Bangalore,17500.0,petrol,automatic,834000.0,14202
Hyundai,Elite i20Magna Executive 1.2,2019,Bangalore,66000.0,petrol,manual,504000.0,8582
Honda,CityVX CVT,2016,Bangalore,136500.0,petrol,automatic,588000.0,10013
Tata,AltrozXM Petrol,2020,Bangalore,50000.0,petrol,manual,519000.00000000006,8838
Kia,SeltosHTX 1.5 IVT,2023,Bangalore,28000.0,petrol,automatic,1544000.0,26548
Kia,SonetHTX 1.5 AT,2022,Bangalore,40000.0,diesel,automatic,1162000.0,19983
Renault,TriberRXZ EASY-R AMT Dual Tone,2021,Bangalore,35000.0,petrol,automatic,705000.0,12005
Toyota,GlanzaV AMT,2024,Bangalore,13000.0,petrol,automatic,993000.0,16910
Tata,NexonXZA Plus AMT S,2023,Bangalore,3000.0,petrol,automatic,1159000.0,19932
Maruti,CiazAlpha 1.5 Diesel,2019,Bangalore,104000.0,diesel,manual,749000.0,12755
Honda,CityVX CVT,2015,Bangalore,43500.0,petrol,automatic,621000.0,11303
Honda,CityZX CVT Petrol,2018,Bangalore,83500.0,petrol,automatic,815000.0,13749
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2014,Bangalore,53000.0,petrol,manual,411000.00000000006,8820
Honda,JazzV Petrol,2017,Bangalore,38500.0,petrol,manual,525000.0,8381
Honda,Amaze1.2 VX MT Petrol,2018,Bangalore,37500.0,petrol,manual,608000.0,10353
Ford,EcoSportTitanium 1.5L TDCi,2017,Bangalore,61000.0,diesel,manual,651000.0,11086
Renault,KigerRXT MT,2021,Bangalore,61000.0,petrol,manual,496000.0,8446
Renault,Kwid1.0 RXT AMT Opt,2017,Bangalore,29000.0,petrol,automatic,354000.0,6028
Maruti,BalenoAlpha MT,2022,Bangalore,30000.0,petrol,manual,808000.0,13759
Honda,CityVX,2015,Bangalore,77500.0,petrol,manual,539000.0,9811
Mahindra,XUV500W9 AT,2018,Bangalore,76500.0,diesel,automatic,1178000.0,21260
Volkswagen,VentoHighline Petrol AT,2015,Bangalore,64000.0,petrol,automatic,631000.0,10767
Hyundai,VernaSX (O)1.6 VTVT,2018,Bangalore,69500.0,petrol,manual,852000.0,14509
Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Bangalore,67500.0,petrol,automatic,849000.0,14457
Hyundai,Elite i20Sportz Plus 1.2 CVT,2019,Bangalore,25000.0,petrol,automatic,664000.0,11307
Tata,ZestXMS Petrol,2017,Bangalore,78500.0,petrol,manual,405000.0,6896
Skoda,RapidAmbition 1.6 MPI MT,2016,Bangalore,47500.0,petrol,manual,453000.0,7730
Maruti,ErtigaZXi,2013,Bangalore,115000.0,petrol,manual,528000.0,14232
Ford,EcoSportTrend 1.5 TDCi,2015,Bangalore,147500.0,diesel,manual,488000.0,8882
Maruti,S-CrossZeta 1.3,2017,Bangalore,111500.0,diesel,manual,647000.0,11018
Renault,TriberRXZ,2020,Bangalore,60500.0,petrol,manual,573000.0,9757
Tata,TiagoXZ Plus,2021,Bangalore,50000.0,petrol,manual,580000.0,9877
Renault,KigerRXZ AMT,2023,Bangalore,4500.0,petrol,automatic,836000.0,14236
Maruti,BalenoAlpha 1.2,2016,Bangalore,60500.0,petrol,manual,542000.0,9229
Hyundai,Creta1.6 SX Plus Petrol,2017,Bangalore,35500.0,petrol,manual,861999.9999999999,14679
Hyundai,EonEra,2016,Bangalore,33000.0,petrol,manual,246000.0,4197
Mahindra,TharLX Hard Top Petrol MT 4WD,2021,Bangalore,43500.0,petrol,manual,1121000.0,19277
Kia,SeltosGTX Plus 1.5 Turbo Petrol DCT,2024,Bangalore,13000.0,petrol,automatic,1951000.0000000002,33554
Maruti,Alto 800LXi,2017,Bangalore,52000.0,petrol,manual,281000.0,5022
Honda,CitySV,2014,Bangalore,131000.0,petrol,manual,405000.0,8692
Mahindra,TUV300T8 mHAWK100,2016,Bangalore,66000.0,diesel,manual,617000.0,10507
Hyundai,Grand i10Sportz (O) 1.2 Kappa VTVT,2017,Bangalore,17500.0,petrol,manual,479000.0,8157
MG,AstorSharp 1.5 MT,2023,Bangalore,14000.0,petrol,manual,1251000.0,21515
Ford,EcoSportTitanium 1.5L Ti-VCT,2018,Bangalore,19000.0,petrol,manual,785000.0,13368
Hyundai,Elite i20Asta 1.2,2015,Bangalore,92500.0,petrol,manual,529000.0,9629
Maruti,SwiftZXi Plus,2018,Bangalore,52000.0,petrol,manual,554000.0,9434
Tata,Tiago NRGXZ MT,2021,Bangalore,38500.0,petrol,manual,583000.0,9928
Hyundai,Grand i10Asta AT 1.2 Kappa VTVT,2016,Bangalore,67500.0,petrol,automatic,459999.99999999994,7833
Hyundai,Elite i20Asta 1.2,2015,Bangalore,53500.0,petrol,manual,476000.0,8664
Ford,Figo AspireTitanium Plus 1.2 Ti-VCT,2016,Bangalore,88000.0,petrol,manual,407000.0,6497
Nissan,MicraXV CVT,2015,Bangalore,45000.0,petrol,automatic,442000.0,7542
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Bangalore,19500.0,petrol,manual,495000.0,8429
Maruti,ErtigaVxi,2015,Bangalore,99000.0,petrol,manual,564000.0,12104
Renault,KwidRXT 1.0 SCE Edition,2017,Bangalore,56500.0,petrol,manual,332000.0,5653
Honda,CitySV Petrol,2017,Bangalore,86500.0,petrol,manual,556000.0,9468
Kia,SonetGTX Plus 1.0 iMT,2021,Bangalore,31000.0,petrol,manual,1065000.0,18316
Hyundai,i20Asta 1.4 CRDI,2013,Bangalore,100500.0,diesel,manual,376000.0,10135
Maruti,Celerio XZXI (O) AMT,2019,Bangalore,48500.0,petrol,automatic,484000.0,8109
Tata,NexonXT Petrol,2017,Bangalore,106000.0,petrol,manual,541000.0,9212
Hyundai,VernaSX (O) 1.5 Turbo Petrol DCT,2023,Bangalore,15500.0,petrol,automatic,1574000.0,27070
Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Bangalore,63000.0,petrol,automatic,908000.0,15462
Maruti,XL6Zeta AT Petrol,2022,Bangalore,40000.0,petrol,automatic,1149000.0,19760
Maruti,BalenoDelta 1.2,2018,Bangalore,50500.0,petrol,manual,543000.0,9246
Maruti,BrezzaZXi S-CNG,2023,Bangalore,6500.0,cng,manual,1241000.0,21343
Maruti,Alto 800Lxi,2016,Bangalore,40500.0,petrol,manual,292000.0,5557
Hyundai,Grand i10 NiosAsta 1.2 Kappa AMT,2024,Bangalore,9000.0,petrol,automatic,851000.0,14492
Hyundai,i10Sportz 1.2 AT Kappa2,2012,Bangalore,23000.0,petrol,automatic,318000.0,22722
Skoda,Octavia1.8 TSI AT L K,2018,Bangalore,43000.0,petrol,automatic,1459000.0,25092
Honda,City1.5 S MT,2013,Bangalore,93500.0,petrol,manual,361000.0,9730
Hyundai,i20 N LineN8 1.0 Turbo DCT Dual Tone,2022,Bangalore,28500.0,petrol,automatic,1086000.0,18677
Kia,CarensLuxury Plus 1.5 Diesel AT 7 STR,2023,Bangalore,9000.0,diesel,automatic,1747000.0,30039
Toyota,EtiosVD,2015,Bangalore,75000.0,diesel,manual,598000.0,10204
Ford,EcoSportTrend 1.5L TDCi,2017,Bangalore,92500.0,diesel,manual,568000.0,9672
Ford,EcoSportTitanium 1.5 Ti-VCT AT,2015,Bangalore,45500.0,petrol,automatic,576000.0,10484
Hyundai,Elite i20Asta 1.2 AT,2018,Bangalore,30500.0,petrol,automatic,724000.0,12329
Volkswagen,VentoHighline 1.2 (P) AT,2016,Bangalore,85000.0,petrol,automatic,640000.0,10217
Renault,TriberRXZ,2024,Bangalore,11000.0,petrol,manual,816000.0,13896
Hyundai,i10Sportz 1.2 Kappa2,2013,Bangalore,33500.0,petrol,manual,337000.0,9083
Hyundai,New i20Sportz 1.2 IVT,2022,Bangalore,7000.0,petrol,automatic,826000.0,14066
Hyundai,VernaFluidic 1.6 VTVT SX,2013,Bangalore,81000.0,petrol,manual,433000.0,11671
Mahindra,TharLX Hard Top Petrol AT 4WD,2021,Bangalore,24000.0,petrol,automatic,1351000.0,23233
Maruti,BalenoAlpha AGS,2023,Bangalore,38500.0,petrol,automatic,873000.0,14866
Honda,Amaze1.2 S i-VTEC,2015,Bangalore,22500.0,petrol,manual,429000.0,7808
Maruti,BalenoAlpha MT,2023,Bangalore,24000.0,petrol,manual,877999.9999999999,14951
Honda,CityV Petrol CVT,2024,Bangalore,10500.0,petrol,automatic,1406000.0,24181
Skoda,SlaviaStyle 1.5L TSI DSG,2023,Bangalore,11000.0,petrol,automatic,1619000.0000000002,27844
Ford,EcoSportS MT 1.5 Ti-VCT,2021,Bangalore,15000.0,petrol,manual,1066000.0,18333
Honda,BR-VVX Petrol,2017,Bangalore,45000.0,petrol,manual,826000.0,14066
Maruti,Eeco5 STR AC (O),2022,Bangalore,20500.0,petrol,manual,486000.00000000006,7759
Honda,BrioVX MT,2016,Bangalore,48500.0,petrol,manual,345000.0,5887
Ford,EcoSportTitanium 1.5 TDCi,2014,Bangalore,62500.0,diesel,manual,449000.0,9636
Maruti,Alto K10VXi Plus (O),2025,Bangalore,1000.0,petrol,manual,545000.0,9281
Maruti,Alto K10VXI AMT (O),2019,Bangalore,17500.0,petrol,automatic,416000.0,7084
Renault,KwidCLIMBER 1.0,2017,Bangalore,61000.0,petrol,manual,308000.0,5245
Hyundai,i20Asta 1.2,2013,Bangalore,79500.0,petrol,manual,368000.0,13996
Maruti,BrezzaZXi Plus,2023,Bangalore,36000.0,petrol,manual,1185000.0,20380
Hyundai,New Santro 1.1Sportz AMT,2020,Bangalore,17000.0,petrol,automatic,501000.0,7998
Skoda,RapidStyle 1.5 TDI AT,2018,Bangalore,123000.0,diesel,automatic,590000.0,9419
Maruti,SwiftZXi,2020,Bangalore,45000.0,petrol,manual,662000.0,11273
Nissan,Micra ActiveXL,2014,Bangalore,53500.0,petrol,manual,306000.0,6567
Maruti,S-PressoVXi Plus,2022,Bangalore,32000.0,petrol,manual,484999.99999999994,8259
Hyundai,CretaSX OPT Turbo DCT Petrol,2022,Bangalore,12000.0,petrol,automatic,1676000.0000000002,28830
Tata,NanoTwist XTA Petrol,2015,Bangalore,33500.0,petrol,automatic,185000.0,3156
Hyundai,CretaSX IVT Petrol,2023,Bangalore,15000.0,petrol,automatic,1524000.0,26210
Hyundai,Fluidic Verna 4S1.6 VTVT SX,2015,Bangalore,40500.0,petrol,manual,604000.0,10994
Tata,NexonXM Diesel,2017,Bangalore,58000.0,diesel,manual,599000.0,10200
Maruti,BalenoZeta 1.2,2016,Bangalore,51500.0,petrol,manual,572000.0,9740
Renault,Kwid1.0 RXT,2016,Bangalore,77000.0,petrol,manual,283000.0,4819
Ford,EcoSportTitanium Plus 1.5L Ti-VCT AT,2021,Bangalore,77000.0,petrol,automatic,917000.0,15615
Honda,CitySV,2015,Bangalore,123000.0,petrol,manual,470000.0,8555
Maruti,CelerioVXi AMT,2015,Bangalore,37500.0,petrol,automatic,401000.0,7299
Maruti,BalenoAlpha 1.2,2018,Bangalore,123000.0,petrol,manual,546000.0,9298
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2017,Bangalore,95500.0,petrol,manual,412000.0,7016
Volkswagen,PoloTrendline 1.2L (P),2015,Bangalore,27500.0,petrol,manual,444000.00000000006,7576
Hyundai,Elite i20Sportz 1.2,2018,Bangalore,47000.0,petrol,manual,586000.0,9979
Renault,Kwid1.0 RXT AMT Opt,2020,Bangalore,29000.0,petrol,automatic,393000.0,6692
Tata,TigorRevotron XZA,2018,Bangalore,28500.0,petrol,automatic,555000.0,9451
Renault,TriberRXZ EASY-R AMT,2022,Bangalore,49000.0,petrol,automatic,699000.0,11903
Tata,TiagoRevotron XE,2017,Bangalore,49500.0,petrol,manual,363000.0,6181
Hyundai,VernaSX (O) 1.5 VTVT IVT,2021,Bangalore,17500.0,petrol,automatic,1292000.0,22223
Honda,City1.5 E MT,2012,Bangalore,75500.0,petrol,manual,317000.0,12056
Kia,CarensLuxury Plus 1.5 Diesel AT 7 STR,2023,Bangalore,11000.0,diesel,automatic,1912000.0,32884
Tata,NanoTwist XT Petrol,2016,Bangalore,44500.0,petrol,manual,204000.0,3256
Kia,SeltosHTX 1.5,2021,Bangalore,20000.0,petrol,manual,1298000.0,22325
Maruti,DzireVXi,2022,Bangalore,5500.0,petrol,manual,712000.0,10779
Maruti,ErtigaZXi,2014,Bangalore,81500.0,petrol,manual,529000.0,11353
Toyota,GlanzaV AMT,2023,Bangalore,17500.0,petrol,automatic,836000.0,14236
Hyundai,Elite i20Sportz 1.2,2018,Bangalore,25000.0,petrol,manual,663000.0,11290
Hyundai,Grand i10Asta AT 1.2 Kappa VTVT,2016,Bangalore,99500.0,petrol,automatic,399000.0,7262
Mahindra,TharLX Convertible Petrol AT 4WD,2021,Bangalore,16000.0,petrol,automatic,1322000.0,22734
Volkswagen,PoloHighline1.2L (P),2017,Bangalore,37500.0,petrol,manual,597000.0,9531
Toyota,GlanzaG,2022,Bangalore,19500.0,petrol,manual,743000.0,12652
Renault,DusterRXZ 1.5 Petrol MT,2021,Bangalore,16500.0,petrol,manual,876000.0,14917
Renault,KwidRXT 1.0 AMT (O),2022,Bangalore,10500.0,petrol,automatic,516000.0,8787
Hyundai,Grand i10Magna 1.2 Kappa VTVT,2014,Bangalore,72000.0,petrol,manual,319000.0,6846
Honda,MobilioV Diesel,2014,Bangalore,93500.0,diesel,manual,513000.0,10321
Maruti,CelerioVXi AMT,2014,Bangalore,59500.0,petrol,automatic,339000.0,7275
Maruti,BalenoZeta Automatic,2021,Bangalore,18000.0,petrol,automatic,793000.0,13504
Volkswagen,PoloComfortline 1.5L (D),2014,Bangalore,86000.0,diesel,manual,505000.0,10160
Hyundai,Creta1.6 SX AT,2019,Bangalore,82000.0,diesel,automatic,1104000.0,18986
Honda,City4th Generation V Petrol,2022,Bangalore,46500.0,petrol,manual,930000.0000000001,15837
Hyundai,VernaEX 1.6 VTVT AT,2018,Bangalore,62500.0,petrol,automatic,811999.9999999999,13827
Tata,NexonXZ Plus Diesel S,2023,Bangalore,32000.0,diesel,manual,1245000.0,21411
Toyota,EtiosVX,2019,Bangalore,31000.0,petrol,manual,639000.0,10201
Hyundai,VernaFluidic 1.6 VTVT SX,2013,Bangalore,61000.0,petrol,manual,487000.0,13127
Hyundai,i10Magna 1.1 iRDE2,2016,Bangalore,41500.0,petrol,manual,383000.0,6522
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2015,Bangalore,79000.0,petrol,manual,401999.99999999994,7317
Honda,City1.5 V AT,2011,Bangalore,145000.0,petrol,automatic,298000.0,21293
Hyundai,Grand i10 NiosSportz AMT 1.2 Kappa VTVT,2021,Bangalore,32500.0,petrol,automatic,560000.0,9536
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2014,Bangalore,51000.0,petrol,manual,395000.0,8477
Tata,TiagoRevotron XTA,2018,Bangalore,16500.0,petrol,automatic,509000.0,8667
Tata,CurvvPure Plus 1.2 Revotron Petrol 7DCA,2025,Bangalore,3000.0,petrol,automatic,1371000.0,23579
